record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type,date
23092,12,3,1995,14,DM,F,38,49,Dipodomys,merriami,Rodent,Control,1995-12-03
23102,12,3,1995,14,DM,M,35,51,Dipodomys,merriami,Rodent,Control,1995-12-03
23107,12,3,1995,14,DM,M,35,49,Dipodomys,merriami,Rodent,Control,1995-12-03
23179,12,22,1995,14,DM,F,37,49,Dipodomys,merriami,Rodent,Control,1995-12-22
23186,12,22,1995,14,DM,M,37,55,Dipodomys,merriami,Rodent,Control,1995-12-22
23208,12,22,1995,14,DM,F,37,27,Dipodomys,merriami,Rodent,Control,1995-12-22
23272,1,28,1996,14,DM,M,36,53,Dipodomys,merriami,Rodent,Control,1996-01-28
23282,1,28,1996,14,DM,F,37,50,Dipodomys,merriami,Rodent,Control,1996-01-28
23299,1,28,1996,14,DM,M,33,46,Dipodomys,merriami,Rodent,Control,1996-01-28
23305,1,28,1996,14,DM,F,37,54,Dipodomys,merriami,Rodent,Control,1996-01-28
23308,1,28,1996,14,DM,M,38,54,Dipodomys,merriami,Rodent,Control,1996-01-28
23311,1,28,1996,14,DM,M,37,52,Dipodomys,merriami,Rodent,Control,1996-01-28
23322,1,28,1996,14,DM,M,36,48,Dipodomys,merriami,Rodent,Control,1996-01-28
23329,1,28,1996,14,DM,M,36,53,Dipodomys,merriami,Rodent,Control,1996-01-28
23437,2,25,1996,14,DM,M,36,28,Dipodomys,merriami,Rodent,Control,1996-02-25
23441,2,25,1996,14,DM,M,38,51,Dipodomys,merriami,Rodent,Control,1996-02-25
23455,2,25,1996,14,DM,M,38,52,Dipodomys,merriami,Rodent,Control,1996-02-25
23457,2,25,1996,14,DM,F,37,48,Dipodomys,merriami,Rodent,Control,1996-02-25
23472,2,25,1996,14,DM,M,36,48,Dipodomys,merriami,Rodent,Control,1996-02-25
23483,2,25,1996,14,DM,F,37,49,Dipodomys,merriami,Rodent,Control,1996-02-25
23607,3,24,1996,14,DM,M,36,49,Dipodomys,merriami,Rodent,Control,1996-03-24
23621,3,24,1996,14,DM,M,37,51,Dipodomys,merriami,Rodent,Control,1996-03-24
23624,3,24,1996,14,DM,F,37,48,Dipodomys,merriami,Rodent,Control,1996-03-24
23627,3,24,1996,14,DM,M,37,50,Dipodomys,merriami,Rodent,Control,1996-03-24
23631,3,24,1996,14,DM,F,38,47,Dipodomys,merriami,Rodent,Control,1996-03-24
23638,3,24,1996,14,DM,M,36,40,Dipodomys,merriami,Rodent,Control,1996-03-24
23754,4,15,1996,14,DM,F,34,19,Dipodomys,merriami,Rodent,Control,1996-04-15
23775,4,15,1996,14,DM,M,37,50,Dipodomys,merriami,Rodent,Control,1996-04-15
23805,4,15,1996,14,DM,F,37,44,Dipodomys,merriami,Rodent,Control,1996-04-15
23826,4,15,1996,14,DM,F,35,46,Dipodomys,merriami,Rodent,Control,1996-04-15
23846,4,15,1996,14,DM,M,37,36,Dipodomys,merriami,Rodent,Control,1996-04-15
23867,4,15,1996,14,DM,F,35,45,Dipodomys,merriami,Rodent,Control,1996-04-15
23950,5,24,1996,14,DM,M,37,51,Dipodomys,merriami,Rodent,Control,1996-05-24
23952,5,24,1996,14,DM,F,37,47,Dipodomys,merriami,Rodent,Control,1996-05-24
23954,5,24,1996,14,DM,M,39,56,Dipodomys,merriami,Rodent,Control,1996-05-24
23988,5,24,1996,14,DM,M,37,49,Dipodomys,merriami,Rodent,Control,1996-05-24
24006,5,24,1996,14,DM,F,38,49,Dipodomys,merriami,Rodent,Control,1996-05-24
24011,5,24,1996,14,DM,F,35,61,Dipodomys,merriami,Rodent,Control,1996-05-24
24084,6,14,1996,14,DM,F,38,46,Dipodomys,merriami,Rodent,Control,1996-06-14
24094,6,14,1996,14,DM,M,38,51,Dipodomys,merriami,Rodent,Control,1996-06-14
24108,6,14,1996,14,DM,M,38,56,Dipodomys,merriami,Rodent,Control,1996-06-14
24147,6,14,1996,14,DM,M,35,43,Dipodomys,merriami,Rodent,Control,1996-06-14
24154,6,14,1996,14,DM,M,39,52,Dipodomys,merriami,Rodent,Control,1996-06-14
24156,6,14,1996,14,DM,F,35,44,Dipodomys,merriami,Rodent,Control,1996-06-14
24157,6,14,1996,14,DM,F,37,49,Dipodomys,merriami,Rodent,Control,1996-06-14
24160,6,14,1996,14,DM,M,37,48,Dipodomys,merriami,Rodent,Control,1996-06-14
24260,7,21,1996,14,DM,M,37,55,Dipodomys,merriami,Rodent,Control,1996-07-21
24262,7,21,1996,14,DM,M,37,44,Dipodomys,merriami,Rodent,Control,1996-07-21
24264,7,21,1996,14,DM,F,36,55,Dipodomys,merriami,Rodent,Control,1996-07-21
24340,8,15,1996,14,DM,F,37,48,Dipodomys,merriami,Rodent,Control,1996-08-15
24346,8,15,1996,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1996-08-15
24365,8,15,1996,14,DM,M,38,49,Dipodomys,merriami,Rodent,Control,1996-08-15
24491,9,22,1996,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control,1996-09-22
24493,9,22,1996,14,DM,F,36,49,Dipodomys,merriami,Rodent,Control,1996-09-22
24497,9,22,1996,14,DM,M,37,57,Dipodomys,merriami,Rodent,Control,1996-09-22
24502,9,22,1996,14,DM,F,36,30,Dipodomys,merriami,Rodent,Control,1996-09-22
24518,9,22,1996,14,DM,M,34,48,Dipodomys,merriami,Rodent,Control,1996-09-22
24526,9,22,1996,14,DM,M,35,30,Dipodomys,merriami,Rodent,Control,1996-09-22
24530,9,22,1996,14,DM,F,36,53,Dipodomys,merriami,Rodent,Control,1996-09-22
24610,10,13,1996,14,DM,M,37,45,Dipodomys,merriami,Rodent,Control,1996-10-13
24615,10,13,1996,14,DM,M,30,26,Dipodomys,merriami,Rodent,Control,1996-10-13
24616,10,13,1996,14,DM,M,33,24,Dipodomys,merriami,Rodent,Control,1996-10-13
24632,10,13,1996,14,DM,M,37,47,Dipodomys,merriami,Rodent,Control,1996-10-13
24664,10,13,1996,14,DM,M,36,40,Dipodomys,merriami,Rodent,Control,1996-10-13
24666,10,13,1996,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control,1996-10-13
24723,11,17,1996,14,DM,M,35,47,Dipodomys,merriami,Rodent,Control,1996-11-17
24739,11,17,1996,14,DM,M,33,33,Dipodomys,merriami,Rodent,Control,1996-11-17
24756,11,17,1996,14,DM,F,33,36,Dipodomys,merriami,Rodent,Control,1996-11-17
24767,11,17,1996,14,DM,F,36,47,Dipodomys,merriami,Rodent,Control,1996-11-17
24785,11,17,1996,14,DM,M,36,52,Dipodomys,merriami,Rodent,Control,1996-11-17
24874,12,19,1996,14,DM,M,34,36,Dipodomys,merriami,Rodent,Control,1996-12-19
24889,12,19,1996,14,DM,M,35,50,Dipodomys,merriami,Rodent,Control,1996-12-19
24903,12,19,1996,14,DM,M,33,36,Dipodomys,merriami,Rodent,Control,1996-12-19
24907,12,19,1996,14,DM,M,35,45,Dipodomys,merriami,Rodent,Control,1996-12-19
25028,2,9,1997,14,DM,F,37,43,Dipodomys,merriami,Rodent,Control,1997-02-09
25030,2,9,1997,14,DM,F,36,45,Dipodomys,merriami,Rodent,Control,1997-02-09
25042,2,9,1997,14,DM,M,36,57,Dipodomys,merriami,Rodent,Control,1997-02-09
25051,2,9,1997,14,DM,M,37,47,Dipodomys,merriami,Rodent,Control,1997-02-09
25061,2,9,1997,14,DM,M,34,39,Dipodomys,merriami,Rodent,Control,1997-02-09
25066,2,9,1997,14,DM,M,37,49,Dipodomys,merriami,Rodent,Control,1997-02-09
25074,2,9,1997,14,DM,M,34,37,Dipodomys,merriami,Rodent,Control,1997-02-09
25079,2,9,1997,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control,1997-02-09
25087,2,9,1997,14,DM,F,36,46,Dipodomys,merriami,Rodent,Control,1997-02-09
25105,2,9,1997,14,DM,M,35,49,Dipodomys,merriami,Rodent,Control,1997-02-09
25153,2,9,1997,14,DM,M,36,43,Dipodomys,merriami,Rodent,Control,1997-02-09
25291,3,16,1997,14,DM,M,35,44,Dipodomys,merriami,Rodent,Control,1997-03-16
25295,3,16,1997,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control,1997-03-16
25303,3,16,1997,14,DM,M,35,43,Dipodomys,merriami,Rodent,Control,1997-03-16
25305,3,16,1997,14,DM,M,37,53,Dipodomys,merriami,Rodent,Control,1997-03-16
25312,3,16,1997,14,DM,M,36,53,Dipodomys,merriami,Rodent,Control,1997-03-16
25329,3,16,1997,14,DM,M,36,48,Dipodomys,merriami,Rodent,Control,1997-03-16
25330,3,16,1997,14,DM,F,36,49,Dipodomys,merriami,Rodent,Control,1997-03-16
25333,3,16,1997,14,DM,F,37,44,Dipodomys,merriami,Rodent,Control,1997-03-16
25339,3,16,1997,14,DM,M,38,48,Dipodomys,merriami,Rodent,Control,1997-03-16
25342,3,16,1997,14,DM,M,36,48,Dipodomys,merriami,Rodent,Control,1997-03-16
25352,3,16,1997,14,DM,F,33,33,Dipodomys,merriami,Rodent,Control,1997-03-16
25354,3,16,1997,14,DM,M,35,42,Dipodomys,merriami,Rodent,Control,1997-03-16
25358,3,16,1997,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control,1997-03-16
25375,3,16,1997,14,DM,M,37,50,Dipodomys,merriami,Rodent,Control,1997-03-16
25390,3,16,1997,14,DM,F,36,48,Dipodomys,merriami,Rodent,Control,1997-03-16
25397,3,16,1997,14,DM,M,36,36,Dipodomys,merriami,Rodent,Control,1997-03-16
25575,4,13,1997,14,DM,M,31,42,Dipodomys,merriami,Rodent,Control,1997-04-13
25579,4,13,1997,14,DM,F,34,46,Dipodomys,merriami,Rodent,Control,1997-04-13
25589,4,13,1997,14,DM,F,38,48,Dipodomys,merriami,Rodent,Control,1997-04-13
25597,4,13,1997,14,DM,M,37,52,Dipodomys,merriami,Rodent,Control,1997-04-13
25604,4,13,1997,14,DM,F,34,40,Dipodomys,merriami,Rodent,Control,1997-04-13
25607,4,13,1997,14,DM,M,37,50,Dipodomys,merriami,Rodent,Control,1997-04-13
25621,4,13,1997,14,DM,M,37,40,Dipodomys,merriami,Rodent,Control,1997-04-13
25627,4,13,1997,14,DM,F,35,52,Dipodomys,merriami,Rodent,Control,1997-04-13
25646,4,13,1997,14,DM,F,35,50,Dipodomys,merriami,Rodent,Control,1997-04-13
25661,4,13,1997,14,DM,M,38,44,Dipodomys,merriami,Rodent,Control,1997-04-13
25669,4,13,1997,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1997-04-13
25672,4,13,1997,14,DM,F,38,54,Dipodomys,merriami,Rodent,Control,1997-04-13
25680,4,13,1997,14,DM,M,37,47,Dipodomys,merriami,Rodent,Control,1997-04-13
25846,5,11,1997,14,DM,M,33,41,Dipodomys,merriami,Rodent,Control,1997-05-11
25853,5,11,1997,14,DM,F,37,47,Dipodomys,merriami,Rodent,Control,1997-05-11
25879,5,11,1997,14,DM,M,35,40,Dipodomys,merriami,Rodent,Control,1997-05-11
25882,5,11,1997,14,DM,M,35,52,Dipodomys,merriami,Rodent,Control,1997-05-11
25896,5,11,1997,14,DM,F,35,40,Dipodomys,merriami,Rodent,Control,1997-05-11
25901,5,11,1997,14,DM,F,33,44,Dipodomys,merriami,Rodent,Control,1997-05-11
25909,5,11,1997,14,DM,M,36,49,Dipodomys,merriami,Rodent,Control,1997-05-11
25920,5,11,1997,14,DM,M,37,46,Dipodomys,merriami,Rodent,Control,1997-05-11
25929,5,11,1997,14,DM,M,35,44,Dipodomys,merriami,Rodent,Control,1997-05-11
26142,6,11,1997,14,DM,F,38,44,Dipodomys,merriami,Rodent,Control,1997-06-11
26165,6,11,1997,14,DM,M,33,39,Dipodomys,merriami,Rodent,Control,1997-06-11
26173,6,11,1997,14,DM,M,36,53,Dipodomys,merriami,Rodent,Control,1997-06-11
26185,6,11,1997,14,DM,M,34,40,Dipodomys,merriami,Rodent,Control,1997-06-11
26191,6,11,1997,14,DM,F,35,41,Dipodomys,merriami,Rodent,Control,1997-06-11
26213,6,11,1997,14,DM,F,36,51,Dipodomys,merriami,Rodent,Control,1997-06-11
26214,6,11,1997,14,DM,F,35,39,Dipodomys,merriami,Rodent,Control,1997-06-11
26218,6,11,1997,14,DM,M,36,43,Dipodomys,merriami,Rodent,Control,1997-06-11
26228,6,11,1997,14,DM,M,35,44,Dipodomys,merriami,Rodent,Control,1997-06-11
26230,7,9,1997,14,DM,F,37,46,Dipodomys,merriami,Rodent,Control,1997-07-09
26272,7,9,1997,14,DM,M,32,39,Dipodomys,merriami,Rodent,Control,1997-07-09
26344,7,9,1997,14,DM,M,36,48,Dipodomys,merriami,Rodent,Control,1997-07-09
26397,7,9,1997,14,DM,M,35,40,Dipodomys,merriami,Rodent,Control,1997-07-09
26433,7,9,1997,14,DM,M,37,46,Dipodomys,merriami,Rodent,Control,1997-07-09
26491,7,9,1997,14,DM,M,38,42,Dipodomys,merriami,Rodent,Control,1997-07-09
26534,7,9,1997,14,DM,F,35,37,Dipodomys,merriami,Rodent,Control,1997-07-09
26686,7,30,1997,14,DM,M,33,38,Dipodomys,merriami,Rodent,Control,1997-07-30
26691,7,30,1997,14,DM,M,34,39,Dipodomys,merriami,Rodent,Control,1997-07-30
26727,7,30,1997,14,DM,F,34,39,Dipodomys,merriami,Rodent,Control,1997-07-30
26731,7,30,1997,14,DM,M,36,46,Dipodomys,merriami,Rodent,Control,1997-07-30
26735,7,30,1997,14,DM,F,34,39,Dipodomys,merriami,Rodent,Control,1997-07-30
26750,7,30,1997,14,DM,M,36,49,Dipodomys,merriami,Rodent,Control,1997-07-30
26757,7,30,1997,14,DM,M,35,44,Dipodomys,merriami,Rodent,Control,1997-07-30
26877,9,28,1997,14,DM,F,36,46,Dipodomys,merriami,Rodent,Control,1997-09-28
26883,9,28,1997,14,DM,M,35,54,Dipodomys,merriami,Rodent,Control,1997-09-28
26916,9,28,1997,14,DM,M,35,48,Dipodomys,merriami,Rodent,Control,1997-09-28
26918,9,28,1997,14,DM,M,33,42,Dipodomys,merriami,Rodent,Control,1997-09-28
26930,9,28,1997,14,DM,M,36,48,Dipodomys,merriami,Rodent,Control,1997-09-28
27062,10,26,1997,14,DM,F,37,44,Dipodomys,merriami,Rodent,Control,1997-10-26
27078,10,26,1997,14,DM,M,36,50,Dipodomys,merriami,Rodent,Control,1997-10-26
27079,10,26,1997,14,DM,M,35,48,Dipodomys,merriami,Rodent,Control,1997-10-26
27081,10,26,1997,14,DM,M,36,44,Dipodomys,merriami,Rodent,Control,1997-10-26
27096,10,26,1997,14,DM,M,34,38,Dipodomys,merriami,Rodent,Control,1997-10-26
27098,10,26,1997,14,DM,M,37,43,Dipodomys,merriami,Rodent,Control,1997-10-26
27101,10,26,1997,14,DM,F,37,47,Dipodomys,merriami,Rodent,Control,1997-10-26
27104,10,26,1997,14,DM,M,37,44,Dipodomys,merriami,Rodent,Control,1997-10-26
27110,10,26,1997,14,DM,M,36,46,Dipodomys,merriami,Rodent,Control,1997-10-26
27116,10,26,1997,14,DM,F,35,44,Dipodomys,merriami,Rodent,Control,1997-10-26
27139,11,22,1997,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control,1997-11-22
27172,11,22,1997,14,DM,M,36,40,Dipodomys,merriami,Rodent,Control,1997-11-22
27177,11,22,1997,14,DM,M,32,39,Dipodomys,merriami,Rodent,Control,1997-11-22
27229,11,22,1997,14,DM,M,35,45,Dipodomys,merriami,Rodent,Control,1997-11-22
27232,11,22,1997,14,DM,F,34,44,Dipodomys,merriami,Rodent,Control,1997-11-22
27235,11,22,1997,14,DM,M,35,45,Dipodomys,merriami,Rodent,Control,1997-11-22
27359,12,29,1997,14,DM,M,35,50,Dipodomys,merriami,Rodent,Control,1997-12-29
27372,12,29,1997,14,DM,F,37,42,Dipodomys,merriami,Rodent,Control,1997-12-29
27378,12,29,1997,14,DM,M,36,39,Dipodomys,merriami,Rodent,Control,1997-12-29
27391,12,29,1997,14,DM,F,35,46,Dipodomys,merriami,Rodent,Control,1997-12-29
27392,12,29,1997,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1997-12-29
27397,12,29,1997,14,DM,F,35,43,Dipodomys,merriami,Rodent,Control,1997-12-29
27400,12,29,1997,14,DM,M,35,44,Dipodomys,merriami,Rodent,Control,1997-12-29
27406,12,29,1997,14,DM,M,35,44,Dipodomys,merriami,Rodent,Control,1997-12-29
27485,2,1,1998,14,DM,M,37,49,Dipodomys,merriami,Rodent,Control,1998-02-01
27502,2,1,1998,14,DM,M,37,47,Dipodomys,merriami,Rodent,Control,1998-02-01
27503,2,1,1998,14,DM,F,36,44,Dipodomys,merriami,Rodent,Control,1998-02-01
27506,2,1,1998,14,DM,F,35,41,Dipodomys,merriami,Rodent,Control,1998-02-01
27508,2,1,1998,14,DM,M,36,49,Dipodomys,merriami,Rodent,Control,1998-02-01
27512,2,1,1998,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1998-02-01
27518,2,1,1998,14,DM,F,37,42,Dipodomys,merriami,Rodent,Control,1998-02-01
27524,2,1,1998,14,DM,M,35,42,Dipodomys,merriami,Rodent,Control,1998-02-01
27532,2,1,1998,14,DM,M,39,44,Dipodomys,merriami,Rodent,Control,1998-02-01
27539,2,1,1998,14,DM,F,35,45,Dipodomys,merriami,Rodent,Control,1998-02-01
27809,5,3,1998,14,DM,F,37,46,Dipodomys,merriami,Rodent,Control,1998-05-03
27830,5,3,1998,14,DM,M,37,46,Dipodomys,merriami,Rodent,Control,1998-05-03
27832,5,3,1998,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control,1998-05-03
27938,5,29,1998,14,DM,F,35,54,Dipodomys,merriami,Rodent,Control,1998-05-29
27940,5,29,1998,14,DM,M,37,46,Dipodomys,merriami,Rodent,Control,1998-05-29
27941,5,29,1998,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1998-05-29
27948,5,29,1998,14,DM,M,35,51,Dipodomys,merriami,Rodent,Control,1998-05-29
27953,5,29,1998,14,DM,M,36,51,Dipodomys,merriami,Rodent,Control,1998-05-29
27962,5,29,1998,14,DM,M,37,49,Dipodomys,merriami,Rodent,Control,1998-05-29
27967,5,29,1998,14,DM,M,37,48,Dipodomys,merriami,Rodent,Control,1998-05-29
27970,5,29,1998,14,DM,F,35,47,Dipodomys,merriami,Rodent,Control,1998-05-29
27974,5,29,1998,14,DM,F,35,39,Dipodomys,merriami,Rodent,Control,1998-05-29
27980,5,29,1998,14,DM,F,35,51,Dipodomys,merriami,Rodent,Control,1998-05-29
27988,5,29,1998,14,DM,F,35,40,Dipodomys,merriami,Rodent,Control,1998-05-29
27991,5,29,1998,14,DM,F,35,49,Dipodomys,merriami,Rodent,Control,1998-05-29
28012,5,29,1998,14,DM,M,36,46,Dipodomys,merriami,Rodent,Control,1998-05-29
28109,6,28,1998,14,DM,M,36,49,Dipodomys,merriami,Rodent,Control,1998-06-28
28119,6,28,1998,14,DM,F,37,51,Dipodomys,merriami,Rodent,Control,1998-06-28
28121,6,28,1998,14,DM,F,36,43,Dipodomys,merriami,Rodent,Control,1998-06-28
28125,6,28,1998,14,DM,F,36,42,Dipodomys,merriami,Rodent,Control,1998-06-28
28133,6,28,1998,14,DM,M,35,49,Dipodomys,merriami,Rodent,Control,1998-06-28
28144,6,28,1998,14,DM,M,36,34,Dipodomys,merriami,Rodent,Control,1998-06-28
28255,7,19,1998,14,DM,F,35,44,Dipodomys,merriami,Rodent,Control,1998-07-19
28262,7,19,1998,14,DM,F,33,31,Dipodomys,merriami,Rodent,Control,1998-07-19
28267,7,19,1998,14,DM,F,34,41,Dipodomys,merriami,Rodent,Control,1998-07-19
28283,7,19,1998,14,DM,M,36,45,Dipodomys,merriami,Rodent,Control,1998-07-19
28299,7,19,1998,14,DM,M,36,35,Dipodomys,merriami,Rodent,Control,1998-07-19
28466,8,23,1998,14,DM,F,34,42,Dipodomys,merriami,Rodent,Control,1998-08-23
28467,8,23,1998,14,DM,F,35,40,Dipodomys,merriami,Rodent,Control,1998-08-23
28468,8,23,1998,14,DM,M,36,36,Dipodomys,merriami,Rodent,Control,1998-08-23
28614,9,20,1998,14,DM,F,31,42,Dipodomys,merriami,Rodent,Control,1998-09-20
28615,9,20,1998,14,DM,M,36,39,Dipodomys,merriami,Rodent,Control,1998-09-20
28786,10,25,1998,14,DM,F,36,45,Dipodomys,merriami,Rodent,Control,1998-10-25
28787,10,25,1998,14,DM,F,34,36,Dipodomys,merriami,Rodent,Control,1998-10-25
28914,11,22,1998,14,DM,F,34,41,Dipodomys,merriami,Rodent,Control,1998-11-22
28915,11,22,1998,14,DM,F,36,45,Dipodomys,merriami,Rodent,Control,1998-11-22
29011,12,23,1998,14,DM,M,34,50,Dipodomys,merriami,Rodent,Control,1998-12-23
29012,12,23,1998,14,DM,M,37,48,Dipodomys,merriami,Rodent,Control,1998-12-23
29013,12,23,1998,14,DM,F,37,50,Dipodomys,merriami,Rodent,Control,1998-12-23
29015,12,23,1998,14,DM,M,37,50,Dipodomys,merriami,Rodent,Control,1998-12-23
29016,12,23,1998,14,DM,M,35,41,Dipodomys,merriami,Rodent,Control,1998-12-23
29017,12,23,1998,14,DM,M,36,59,Dipodomys,merriami,Rodent,Control,1998-12-23
29144,1,17,1999,14,DM,F,35,44,Dipodomys,merriami,Rodent,Control,1999-01-17
29288,2,21,1999,14,DM,F,37,46,Dipodomys,merriami,Rodent,Control,1999-02-21
29290,2,21,1999,14,DM,F,36,48,Dipodomys,merriami,Rodent,Control,1999-02-21
29411,3,15,1999,14,DM,F,36,47,Dipodomys,merriami,Rodent,Control,1999-03-15
29412,3,15,1999,14,DM,F,34,42,Dipodomys,merriami,Rodent,Control,1999-03-15
29552,4,18,1999,14,DM,F,37,46,Dipodomys,merriami,Rodent,Control,1999-04-18
29553,4,18,1999,14,DM,M,36,22,Dipodomys,merriami,Rodent,Control,1999-04-18
29554,4,18,1999,14,DM,F,35,41,Dipodomys,merriami,Rodent,Control,1999-04-18
29678,5,16,1999,14,DM,M,34,21,Dipodomys,merriami,Rodent,Control,1999-05-16
29679,5,16,1999,14,DM,F,35,44,Dipodomys,merriami,Rodent,Control,1999-05-16
29680,5,16,1999,14,DM,F,37,49,Dipodomys,merriami,Rodent,Control,1999-05-16
29809,6,13,1999,14,DM,F,36,50,Dipodomys,merriami,Rodent,Control,1999-06-13
29849,9,12,1999,14,DM,M,37,54,Dipodomys,merriami,Rodent,Control,1999-09-12
29850,9,12,1999,14,DM,M,36,48,Dipodomys,merriami,Rodent,Control,1999-09-12
29930,10,10,1999,14,DM,M,33,46,Dipodomys,merriami,Rodent,Control,1999-10-10
29931,10,10,1999,14,DM,M,37,53,Dipodomys,merriami,Rodent,Control,1999-10-10
29932,10,10,1999,14,DM,M,33,34,Dipodomys,merriami,Rodent,Control,1999-10-10
30044,11,7,1999,14,DM,M,35,45,Dipodomys,merriami,Rodent,Control,1999-11-07
30045,11,7,1999,14,DM,M,36,53,Dipodomys,merriami,Rodent,Control,1999-11-07
30046,11,7,1999,14,DM,M,35,39,Dipodomys,merriami,Rodent,Control,1999-11-07
30047,11,7,1999,14,DM,M,36,49,Dipodomys,merriami,Rodent,Control,1999-11-07
30048,11,7,1999,14,DM,F,35,45,Dipodomys,merriami,Rodent,Control,1999-11-07
30147,12,6,1999,14,DM,M,36,42,Dipodomys,merriami,Rodent,Control,1999-12-06
30149,12,6,1999,14,DM,M,34,27,Dipodomys,merriami,Rodent,Control,1999-12-06
30271,1,10,2000,14,DM,M,34,41,Dipodomys,merriami,Rodent,Control,2000-01-10
30273,1,10,2000,14,DM,M,35,37,Dipodomys,merriami,Rodent,Control,2000-01-10
30409,2,6,2000,14,DM,M,34,53,Dipodomys,merriami,Rodent,Control,2000-02-06
30556,3,5,2000,14,DM,M,35,26,Dipodomys,merriami,Rodent,Control,2000-03-05
30557,3,5,2000,14,DM,M,36,49,Dipodomys,merriami,Rodent,Control,2000-03-05
30558,3,5,2000,14,DM,M,37,53,Dipodomys,merriami,Rodent,Control,2000-03-05
30560,3,5,2000,14,DM,F,35,43,Dipodomys,merriami,Rodent,Control,2000-03-05
30563,3,5,2000,14,DM,F,36,48,Dipodomys,merriami,Rodent,Control,2000-03-05
30564,3,5,2000,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control,2000-03-05
30565,3,5,2000,14,DM,F,36,41,Dipodomys,merriami,Rodent,Control,2000-03-05
30711,4,31,2000,14,DM,M,35,44,Dipodomys,merriami,Rodent,Control,NA
30712,4,31,2000,14,DM,M,35,28,Dipodomys,merriami,Rodent,Control,NA
30713,4,31,2000,14,DM,M,35,40,Dipodomys,merriami,Rodent,Control,NA
30714,4,31,2000,14,DM,M,37,48,Dipodomys,merriami,Rodent,Control,NA
30880,6,4,2000,14,DM,M,36,43,Dipodomys,merriami,Rodent,Control,2000-06-04
30881,6,4,2000,14,DM,M,34,24,Dipodomys,merriami,Rodent,Control,2000-06-04
30882,6,4,2000,14,DM,F,35,47,Dipodomys,merriami,Rodent,Control,2000-06-04
31070,7,2,2000,14,DM,M,37,45,Dipodomys,merriami,Rodent,Control,2000-07-02
31074,7,2,2000,14,DM,M,36,47,Dipodomys,merriami,Rodent,Control,2000-07-02
31076,7,2,2000,14,DM,F,34,29,Dipodomys,merriami,Rodent,Control,2000-07-02
31349,8,26,2000,14,DM,M,36,31,Dipodomys,merriami,Rodent,Control,2000-08-26
31351,8,26,2000,14,DM,F,35,39,Dipodomys,merriami,Rodent,Control,2000-08-26
31352,8,26,2000,14,DM,M,26,45,Dipodomys,merriami,Rodent,Control,2000-08-26
31353,8,26,2000,14,DM,M,35,45,Dipodomys,merriami,Rodent,Control,2000-08-26
31356,8,26,2000,14,DM,M,35,25,Dipodomys,merriami,Rodent,Control,2000-08-26
31357,8,26,2000,14,DM,F,34,39,Dipodomys,merriami,Rodent,Control,2000-08-26
31487,9,31,2000,14,DM,F,35,42,Dipodomys,merriami,Rodent,Control,NA
31488,9,31,2000,14,DM,F,37,46,Dipodomys,merriami,Rodent,Control,NA
31492,9,31,2000,14,DM,F,34,42,Dipodomys,merriami,Rodent,Control,NA
31493,9,31,2000,14,DM,M,35,49,Dipodomys,merriami,Rodent,Control,NA
31600,11,26,2000,14,DM,M,34,47,Dipodomys,merriami,Rodent,Control,2000-11-26
31601,11,26,2000,14,DM,M,36,40,Dipodomys,merriami,Rodent,Control,2000-11-26
31603,11,26,2000,14,DM,F,32,39,Dipodomys,merriami,Rodent,Control,2000-11-26
31604,11,26,2000,14,DM,M,34,35,Dipodomys,merriami,Rodent,Control,2000-11-26
31605,11,26,2000,14,DM,F,37,41,Dipodomys,merriami,Rodent,Control,2000-11-26
31704,12,23,2000,14,DM,M,35,52,Dipodomys,merriami,Rodent,Control,2000-12-23
31705,12,23,2000,14,DM,F,35,39,Dipodomys,merriami,Rodent,Control,2000-12-23
31780,1,22,2001,14,DM,F,36,36,Dipodomys,merriami,Rodent,Control,2001-01-22
31781,1,22,2001,14,DM,F,36,41,Dipodomys,merriami,Rodent,Control,2001-01-22
31782,1,22,2001,14,DM,M,37,47,Dipodomys,merriami,Rodent,Control,2001-01-22
31783,1,22,2001,14,DM,F,36,42,Dipodomys,merriami,Rodent,Control,2001-01-22
31784,1,22,2001,14,DM,F,36,40,Dipodomys,merriami,Rodent,Control,2001-01-22
31785,1,22,2001,14,DM,M,36,50,Dipodomys,merriami,Rodent,Control,2001-01-22
31844,3,4,2001,14,DM,M,37,53,Dipodomys,merriami,Rodent,Control,2001-03-04
31845,3,4,2001,14,DM,M,38,49,Dipodomys,merriami,Rodent,Control,2001-03-04
31846,3,4,2001,14,DM,F,35,44,Dipodomys,merriami,Rodent,Control,2001-03-04
